Order ID,Customer Name,Food Item,Category,Quantity,Price,Payment Method,Order Time,Sales Amount
2141,Jennifer Williams,Pizza,Main,3,23.69,Debit Card,6/17/2025 11:43,71.07
2144,Courtney Dixon,Cake,Dessert,5,13.65,Cash,7/10/2025 3:21,68.25
2151,Aimee White,Salad,Starter,4,4.45,Cash,7/12/2025 8:38,17.8
2187,Heather Wheeler,Salad,Starter,2,12.43,Cash,6/5/2025 3:05,24.86
2227,Melissa Curry,Brownie,Dessert,1,11.66,Online Payment,3/1/2025 22:30,11.66
2229,Tiffany Gardner,Burger,Main,1,17.97,Cash,6/15/2025 15:06,17.97
2233,Victoria Ramirez,Cake,Dessert,3,17.26,Cash,2/15/2025 15:17,51.78
2234,Jillian Jackson,Brownie,Dessert,3,21.28,Debit Card,8/1/2025 16:44,63.84
2261,Sara Garcia,Soup,Starter,2,12.87,Cash,1/16/2025 5:53,25.74
2268,Mary Vega DDS,Pasta,Main,5,16.52,Cash,2/2/2025 14:28,82.6
2279,Kristy Nash,Pizza,Main,3,14.58,Credit Card,2/27/2025 17:15,43.74
2318,Christopher Scott,Soup,Starter,5,13.95,Debit Card,3/12/2025 7:38,69.75
2330,Patricia Jenkins,Ice Cream,Dessert,1,10.11,Online Payment,5/16/2025 19:43,10.11
2342,Shawn Gonzalez,Pasta,Main,4,18.54,Debit Card,3/7/2025 13:59,74.16
2354,Margaret Burch,Fries,Starter,2,22.82,Cash,7/30/2025 16:06,45.64
2365,John Garcia,Cake,Dessert,4,16.17,Credit Card,3/2/2025 6:13,64.68
2365,John Garcia,Salad,Starter,1,9.02,Debit Card,1/4/2025 1:09,9.02
2430,Stephanie Ortega,Cake,Dessert,1,10.69,Debit Card,5/4/2025 11:36,10.69
2365,John Garcia,Pizza,Main,1,5.37,Credit Card,2/15/2025 22:47,5.37
2447,Jason Phillips,Brownie,Dessert,2,10.24,Debit Card,2/10/2025 13:04,20.48
2458,Robert James,Burger,Main,2,18.83,Online Payment,1/28/2025 21:40,37.66
2513,Anthony Wells,Pizza,Main,1,3.89,Online Payment,5/26/2025 18:30,3.89
2535,Patrick Hanna,Pasta,Main,2,4.9,Online Payment,2/12/2025 5:00,9.8
2578,Brittany Watson,Soup,Starter,1,24.64,Cash,2/5/2025 0:37,24.64
2598,Kevin Meyer,Cake,Dessert,3,2.26,Cash,5/19/2025 9:12,6.78
2647,Jennifer Snyder,Fries,Starter,4,21.58,Debit Card,5/1/2025 12:21,86.32
2651,Andrew Stephens,Soup,Starter,3,24.99,Online Payment,3/14/2025 12:34,74.97
2660,Patricia Johnson,Burger,Main,3,14.93,Credit Card,4/3/2025 19:30,44.79
2682,Elizabeth Smith,Pizza,Main,2,2.64,Online Payment,2/5/2025 17:47,5.28
2710,Amy Browning,Pasta,Main,3,15.26,Credit Card,6/5/2025 20:32,45.78
2723,Tamara Wu,Soup,Starter,5,12.25,Online Payment,2/11/2025 2:01,61.25
2740,Mark Santiago,Soup,Starter,4,20.47,Online Payment,7/20/2025 2:22,81.88
2754,Steven Gardner,Cake,Dessert,3,6.01,Cash,7/28/2025 20:12,18.03
2780,Crystal Landry,Fries,Starter,3,8.6,Credit Card,7/14/2025 13:51,25.8
2785,Tiffany Scott,Pasta,Main,4,23.84,Online Payment,5/19/2025 12:24,95.36
2795,Ashley Poole,Ice Cream,Dessert,1,4.6,Cash,4/30/2025 3:41,4.6
2799,William Collins,Ice Cream,Dessert,1,13.62,Cash,6/25/2025 13:54,13.62
2814,Susan Browning,Pizza,Main,1,8.5,Debit Card,1/10/2025 23:10,8.5
2834,Catherine Thompson,Soup,Starter,3,8.31,Credit Card,6/20/2025 18:19,24.93
2838,Christopher Bailey,Pizza,Main,4,17.14,Debit Card,7/27/2025 14:30,68.56
2842,Laura Archer,Pizza,Main,4,18.08,Credit Card,6/27/2025 17:59,72.32
2849,Jasmine Harvey,Brownie,Dessert,1,7.33,Cash,1/21/2025 11:10,7.33
2857,Aaron Bruce,Salad,Starter,4,4.72,Debit Card,4/22/2025 19:43,18.88
2859,Carolyn Wright,Soup,Starter,5,23.02,Cash,3/29/2025 13:31,115.1
2891,James Bradley,Fries,Starter,1,19.41,Debit Card,7/18/2025 12:50,19.41
2894,Julie Watson DVM,Ice Cream,Dessert,2,18.21,Online Payment,3/12/2025 13:32,36.42
2902,Catherine Martinez,Brownie,Dessert,4,20.26,Credit Card,7/3/2025 20:17,81.04
2910,Dr. Brian Byrd,Soup,Starter,2,17.97,Online Payment,2/2/2025 11:53,35.94
2933,Andrew Hill,Fries,Starter,3,20.78,Credit Card,7/30/2025 3:53,62.34
2945,Adam Klein,Pizza,Main,5,13.3,Cash,2/1/2025 3:46,66.5
2951,Anthony Jennings,Fries,Starter,3,22.14,Credit Card,8/7/2025 14:43,66.42
2966,Heather Collins,Ice Cream,Dessert,2,8.85,Credit Card,8/11/2025 14:55,17.7
3007,Gavin Griffin,Ice Cream,Dessert,5,10.42,Online Payment,3/11/2025 15:50,52.1
3017,Bobby Horton,Ice Cream,Dessert,1,14.93,Debit Card,4/4/2025 11:08,14.93
3025,Jerome Bright,Brownie,Dessert,4,14.35,Credit Card,7/16/2025 23:04,57.4
3082,Brandon Myers,Brownie,Dessert,4,17.27,Debit Card,6/8/2025 10:57,69.08
3160,Margaret Wells,Pasta,Main,1,3.37,Credit Card,3/4/2025 7:41,3.37
3162,Kelly Huang,Salad,Starter,5,21.15,Credit Card,2/15/2025 17:55,105.75
3164,Michael Woodward,Ice Cream,Dessert,3,14.01,Debit Card,5/4/2025 3:28,42.03
3172,Deanna Glover,Cake,Dessert,1,4.57,Online Payment,2/2/2025 4:51,4.57
3174,Carolyn Roberts,Cake,Dessert,4,19.48,Cash,7/18/2025 0:59,77.92
3188,Jonathan Jones,Soup,Starter,4,11.67,Debit Card,4/24/2025 14:37,46.68
3193,Matthew Lara,Burger,Main,4,14.15,Online Payment,1/13/2025 7:45,56.6
3217,Michael Smith,Brownie,Dessert,4,9.4,Debit Card,6/11/2025 14:28,37.6
3244,Joe Barton,Burger,Main,5,2.35,Credit Card,2/28/2025 14:37,11.75
3257,Jerry Singh,Brownie,Dessert,5,12.07,Online Payment,6/10/2025 4:12,60.35
3280,Kelly Curry,Ice Cream,Dessert,4,2.06,Cash,4/18/2025 1:57,8.24
3293,Paul Cook,Burger,Main,5,6.91,Credit Card,3/21/2025 2:02,34.55
3304,Ashley Davis,Pasta,Main,5,24.02,Online Payment,6/7/2025 16:06,120.1
3308,Antonio Nielsen,Pizza,Main,4,8.66,Cash,3/10/2025 7:08,34.64
3312,Darrell Wolfe,Fries,Starter,2,21.63,Online Payment,5/3/2025 15:11,43.26
3327,Julie Johnson,Fries,Starter,1,19.11,Credit Card,6/21/2025 4:45,19.11
3339,Alexander Wallace,Pasta,Main,3,20.01,Online Payment,7/18/2025 18:47,60.03
3343,Sherry Rogers,Pizza,Main,2,3.76,Cash,7/5/2025 23:29,7.52
3356,Deborah Salazar,Fries,Starter,4,12.8,Debit Card,6/5/2025 19:11,51.2
3402,Mrs. Kristi Myers,Pasta,Main,2,21.07,Cash,2/4/2025 8:47,42.14
3502,Dr. Rebekah Davenport,Ice Cream,Dessert,3,23.47,Credit Card,7/8/2025 8:16,70.41
3517,Christopher Ali,Cake,Dessert,2,19.52,Cash,4/6/2025 3:15,39.04
3546,Julie Hale,Ice Cream,Dessert,5,3.44,Credit Card,8/13/2025 23:44,17.2
3565,Malik Rodriguez,Brownie,Dessert,3,12.74,Cash,2/3/2025 0:32,38.22
3605,Bradley Young,Brownie,Dessert,1,4.58,Online Payment,4/16/2025 14:09,4.58
3609,Michael Gordon,Salad,Starter,2,15.5,Cash,3/8/2025 23:54,31
3639,Billy Wade,Ice Cream,Dessert,1,9.7,Cash,3/5/2025 6:04,9.7
3640,Marvin Bonilla,Pasta,Main,5,14.17,Online Payment,7/24/2025 16:57,70.85
3652,Aaron Clark,Salad,Starter,5,21.85,Credit Card,3/10/2025 7:36,109.25
3655,Melanie Keller,Fries,Starter,1,6.07,Debit Card,1/11/2025 12:27,6.07
3680,Lucas Santiago,Brownie,Dessert,4,24.79,Cash,5/22/2025 19:51,99.16
3721,Nathan Harris,Ice Cream,Dessert,1,21.76,Online Payment,1/26/2025 4:04,21.76
3742,Angela Sherman,Burger,Main,2,10.81,Cash,2/20/2025 9:20,21.62
3744,James Black,Pizza,Main,3,7.77,Debit Card,3/28/2025 0:20,23.31
3765,Roberto Farrell,Cake,Dessert,3,7.48,Online Payment,7/16/2025 13:38,22.44
3769,Jason Morgan,Brownie,Dessert,1,20.54,Debit Card,4/26/2025 16:42,20.54
3775,Heather Peterson,Burger,Main,5,14.54,Debit Card,7/18/2025 12:26,72.7
3800,Christopher Rodriguez,Ice Cream,Dessert,1,13.78,Debit Card,3/2/2025 18:17,13.78
3834,Veronica Bray,Fries,Starter,3,7.91,Cash,2/8/2025 4:06,23.73
3912,Wesley Walters,Pasta,Main,3,4.5,Debit Card,3/5/2025 10:53,13.5
3940,Catherine Jenkins,Pasta,Main,1,5.41,Credit Card,5/29/2025 5:00,5.41
3946,Anthony Sherman,Pasta,Main,1,13.05,Credit Card,6/3/2025 1:41,13.05
3953,Phillip Lucas,Salad,Starter,4,13.31,Debit Card,7/19/2025 1:52,53.24
3982,Nancy Shields,Soup,Starter,4,21.02,Debit Card,4/20/2025 11:23,84.08
4002,Patrick Hammond,Ice Cream,Dessert,4,12.85,Credit Card,4/24/2025 9:40,51.4
4011,Jamie Winters,Pizza,Main,1,6.17,Credit Card,5/28/2025 15:15,6.17
4013,Jessica Richmond,Pizza,Main,4,17.87,Debit Card,5/25/2025 14:25,71.48
4033,George Mack,Brownie,Dessert,5,9.64,Online Payment,6/28/2025 7:30,48.2
4050,Deborah Morris,Fries,Starter,5,5.92,Online Payment,1/31/2025 10:05,29.6
4055,Shannon Young,Salad,Starter,1,10.79,Credit Card,5/9/2025 5:40,10.79
4056,Antonio Pena,Pizza,Main,4,15.11,Online Payment,6/20/2025 22:05,60.44
4060,Emily Jackson,Ice Cream,Dessert,4,13.71,Online Payment,4/24/2025 5:16,54.84
4062,Daniel Gomez,Ice Cream,Dessert,4,21.39,Online Payment,5/31/2025 23:14,85.56
4081,Jennifer Friedman,Cake,Dessert,5,17.18,Online Payment,3/26/2025 8:57,85.9
4115,William Blevins,Fries,Starter,1,8.92,Cash,3/26/2025 7:57,8.92
4142,Matthew Perry,Ice Cream,Dessert,2,4.37,Online Payment,5/1/2025 1:41,8.74
4144,Denise Murphy,Fries,Starter,2,3.8,Cash,2/26/2025 20:30,7.6
4165,Ashley Swanson,Burger,Main,5,19.01,Cash,1/26/2025 1:02,95.05
4183,Teresa Garcia,Pizza,Main,2,7.16,Credit Card,5/26/2025 23:29,14.32
4195,Brian Smith,Brownie,Dessert,1,21.71,Debit Card,3/3/2025 22:26,21.71
4212,Juan Lucero,Fries,Starter,5,15.29,Debit Card,1/2/2025 15:49,76.45
4224,Carlos Downs,Pasta,Main,4,24.36,Debit Card,1/22/2025 1:14,97.44
4233,Catherine Lucero,Pizza,Main,3,7.71,Debit Card,2/11/2025 20:50,23.13
4250,Amber Gomez,Brownie,Dessert,2,2.62,Credit Card,3/5/2025 10:31,5.24
4274,Shane Gallegos MD,Burger,Main,4,8.19,Online Payment,6/16/2025 4:03,32.76
4296,Jeffrey Hernandez,Salad,Starter,1,13.44,Online Payment,1/8/2025 12:57,13.44
4352,Janet Clark,Soup,Starter,5,2.51,Credit Card,4/9/2025 4:26,12.55
4367,Christopher Frederick,Cake,Dessert,5,4.4,Cash,4/5/2025 14:19,22
4389,Ashley Dominguez,Fries,Starter,3,24.74,Debit Card,3/10/2025 15:57,74.22
4390,Thomas Frazier,Pizza,Main,1,4.84,Cash,4/22/2025 2:38,4.84
4403,Suzanne Graham,Soup,Starter,2,24.01,Cash,3/27/2025 8:24,48.02
4472,David Barrett,Brownie,Dessert,1,24.96,Cash,2/25/2025 15:40,24.96
4478,Donald Scott,Soup,Starter,1,12.99,Online Payment,6/27/2025 0:46,12.99
4484,Amanda Jones,Pizza,Main,5,11.26,Cash,5/30/2025 11:32,56.3
4514,Nathan Holland,Soup,Starter,4,2.28,Cash,5/30/2025 9:24,9.12
4525,Kimberly Carter,Salad,Starter,5,23.15,Credit Card,3/17/2025 9:05,115.75
4540,Daniel Lee,Burger,Main,4,21.64,Debit Card,3/21/2025 17:26,86.56
4559,Daniel Jennings,Fries,Starter,3,20.32,Cash,7/13/2025 12:15,60.96
4569,Jonathan Turner,Burger,Main,4,19.73,Credit Card,3/14/2025 9:32,78.92
4626,George Smith,Fries,Starter,3,3.44,Credit Card,5/5/2025 8:56,10.32
4681,James Brown,Fries,Starter,3,8.73,Credit Card,2/9/2025 23:48,26.19
4700,Megan Peterson,Pizza,Main,4,18.38,Online Payment,7/21/2025 22:05,73.52
4707,Robert Simmons,Soup,Starter,3,24.45,Cash,8/6/2025 13:59,73.35
4718,James Rose,Pizza,Main,1,5.11,Credit Card,4/28/2025 3:34,5.11
4728,Amanda Cervantes,Brownie,Dessert,1,22.89,Cash,6/26/2025 21:34,22.89
4803,Denise Ortega,Ice Cream,Dessert,5,7.76,Online Payment,4/17/2025 12:31,38.8
4811,Steven Larson,Salad,Starter,5,8.06,Cash,1/3/2025 6:06,40.3
4827,Jason Newman,Soup,Starter,2,13.38,Debit Card,4/23/2025 19:18,26.76
4837,Mark Campbell,Salad,Starter,4,17.71,Debit Card,5/4/2025 13:34,70.84
4844,Anthony Wilson,Fries,Starter,3,15.93,Credit Card,5/30/2025 5:29,47.79
4846,Joshua Walls,Fries,Starter,2,10.54,Credit Card,4/4/2025 6:25,21.08
4855,Todd Brown,Cake,Dessert,2,4.09,Credit Card,1/5/2025 20:38,8.18
4859,Michael Miller,Salad,Starter,3,9.52,Cash,4/12/2025 14:32,28.56
4860,Eric Garcia,Ice Cream,Dessert,3,8.02,Debit Card,2/1/2025 4:21,24.06
4870,Casey Jones,Cake,Dessert,2,8.52,Online Payment,1/25/2025 7:34,17.04
4902,Elizabeth Blake MD,Pizza,Main,5,5.38,Debit Card,4/30/2025 9:21,26.9
4908,Christina Garcia,Ice Cream,Dessert,4,2.51,Online Payment,1/28/2025 14:45,10.04
4925,Lauren Freeman,Brownie,Dessert,5,12.99,Online Payment,6/26/2025 13:27,64.95
4937,Caleb Little,Cake,Dessert,5,16.07,Credit Card,2/15/2025 0:38,80.35
4959,Jennifer Pearson,Salad,Starter,3,11.61,Cash,4/20/2025 22:52,34.83
4961,Ricky Jacobs,Pizza,Main,5,17,Debit Card,7/27/2025 19:57,85
5080,Jean Morris,Ice Cream,Dessert,2,3.79,Debit Card,1/28/2025 13:23,7.58
5095,Mrs. Amber Hansen,Cake,Dessert,3,18.92,Credit Card,3/28/2025 17:29,56.76
5098,Christina Johnson,Pasta,Main,5,10.46,Debit Card,7/30/2025 11:33,52.3
5103,Brian Hernandez,Brownie,Dessert,3,13.97,Online Payment,5/9/2025 18:52,41.91
5133,Diane Myers,Burger,Main,4,3.18,Cash,1/16/2025 5:47,12.72
5134,Michael Barton,Cake,Dessert,1,20.73,Online Payment,2/5/2025 0:34,20.73
5166,Thomas Burch,Ice Cream,Dessert,1,11.52,Credit Card,1/12/2025 8:32,11.52
5188,Sarah Baker,Fries,Starter,5,17.43,Online Payment,6/24/2025 16:22,87.15
5227,James Butler,Soup,Starter,4,13.64,Online Payment,2/12/2025 18:13,54.56
5252,Lisa Gregory,Fries,Starter,2,24.51,Cash,7/27/2025 11:06,49.02
5293,John Fisher,Pizza,Main,3,19.29,Credit Card,2/18/2025 8:39,57.87
5294,Christopher Romero,Burger,Main,3,11.86,Cash,5/9/2025 14:13,35.58
5318,Erica Browning,Burger,Main,5,2.15,Credit Card,6/10/2025 13:33,10.75
5320,Kristy James,Fries,Starter,3,5.49,Online Payment,6/27/2025 3:50,16.47
5324,Lauren Mendez,Pizza,Main,1,22.59,Online Payment,1/24/2025 19:52,22.59
5326,Sandra Good,Burger,Main,3,2.42,Credit Card,6/19/2025 11:16,7.26
5344,Alyssa Phillips,Salad,Starter,1,12.71,Online Payment,5/20/2025 23:28,12.71
5358,Mark Winters,Soup,Starter,4,5.53,Online Payment,7/23/2025 12:35,22.12
5359,Teresa Rollins,Ice Cream,Dessert,5,19.48,Cash,1/5/2025 8:03,97.4
5387,Elizabeth Frazier,Soup,Starter,1,16.58,Cash,4/20/2025 2:29,16.58
5394,Lisa Jones,Brownie,Dessert,3,2.16,Online Payment,5/27/2025 19:19,6.48
5409,Heidi Boyle,Ice Cream,Dessert,5,4.77,Cash,4/28/2025 8:32,23.85
5411,Justin Howard,Pizza,Main,1,2.46,Online Payment,5/22/2025 17:00,2.46
5416,Casey Gonzalez,Brownie,Dessert,4,12.91,Online Payment,5/3/2025 5:15,51.64
5460,Amy Brown,Pizza,Main,5,9.58,Credit Card,5/3/2025 18:38,47.9
5467,Curtis Brown,Fries,Starter,2,6.3,Debit Card,2/19/2025 13:31,12.6
5481,David Hamilton,Pasta,Main,3,18.74,Online Payment,2/5/2025 23:19,56.22
5509,Jason Rocha,Pizza,Main,3,17.18,Credit Card,4/27/2025 11:43,51.54
5520,Michael Robinson,Pasta,Main,2,7.19,Credit Card,3/29/2025 13:20,14.38
5544,Derek Carlson,Fries,Starter,2,10.24,Credit Card,4/18/2025 11:28,20.48
5547,Carmen Gonzalez,Salad,Starter,1,20.57,Debit Card,2/26/2025 19:03,20.57
5550,Laura Wheeler,Pizza,Main,3,24.52,Debit Card,7/28/2025 21:27,73.56
5559,Autumn Robinson,Cake,Dessert,1,20.93,Debit Card,4/13/2025 2:12,20.93
5577,Christina Castro,Pasta,Main,2,23.6,Cash,2/8/2025 12:12,47.2
5594,Raymond Cooper,Ice Cream,Dessert,5,16.81,Online Payment,2/6/2025 0:27,84.05
5614,Elizabeth Jones,Pizza,Main,5,8.86,Cash,5/4/2025 9:08,44.3
5624,Brenda Contreras,Pasta,Main,5,20.07,Credit Card,4/4/2025 16:28,100.35
5649,Larry Harvey,Salad,Starter,4,21.98,Online Payment,3/14/2025 15:47,87.92
5707,Jeffrey Ortiz,Brownie,Dessert,5,12.33,Debit Card,3/1/2025 18:55,61.65
5747,Richard Rodriguez,Ice Cream,Dessert,2,8.57,Credit Card,4/10/2025 12:57,17.14
5758,Jordan Guzman,Salad,Starter,1,15.57,Cash,7/27/2025 6:08,15.57
5766,Robert Glover,Brownie,Dessert,5,6.02,Debit Card,1/25/2025 20:37,30.1
5788,Melissa Wolfe,Brownie,Dessert,3,3.84,Cash,7/3/2025 9:32,11.52
5816,Monique Camacho,Fries,Starter,2,4.4,Debit Card,2/7/2025 22:54,8.8
5831,Crystal Collier,Salad,Starter,1,6.23,Credit Card,5/24/2025 8:50,6.23
5845,Alicia Clark,Soup,Starter,5,10.83,Credit Card,4/12/2025 0:03,54.15
5892,David Rodriguez,Cake,Dessert,5,22.63,Credit Card,4/10/2025 14:07,113.15
5906,Diana Davis,Fries,Starter,3,4.63,Credit Card,6/2/2025 10:35,13.89
5913,Danielle Carey,Soup,Starter,2,6.12,Credit Card,7/14/2025 12:38,12.24
5924,Dustin Holt,Salad,Starter,3,3.84,Online Payment,5/22/2025 4:02,11.52
5940,Jeanette Flynn,Pizza,Main,1,13.85,Online Payment,8/10/2025 2:16,13.85
5946,Timothy Reeves,Ice Cream,Dessert,1,12.57,Credit Card,2/11/2025 1:52,12.57
5948,Elizabeth Stanley,Cake,Dessert,1,11.95,Debit Card,7/14/2025 8:20,11.95
5951,David Patel,Burger,Main,2,9.76,Credit Card,8/12/2025 17:00,19.52
5954,Christopher Kramer,Pasta,Main,3,6.4,Debit Card,3/23/2025 16:44,19.2
5982,Regina Gill,Ice Cream,Dessert,3,17.1,Cash,5/7/2025 8:42,51.3
6017,Norma Avila,Pasta,Main,4,20.7,Credit Card,7/6/2025 14:32,82.8
6030,Corey Roberts,Salad,Starter,1,20.33,Cash,3/26/2025 9:27,20.33
6070,Nicholas Carter,Cake,Dessert,3,14.89,Online Payment,3/22/2025 7:05,44.67
6080,Elizabeth Farley,Cake,Dessert,5,20.81,Debit Card,2/17/2025 9:39,104.05
6092,Timothy Miller,Fries,Starter,5,21.43,Cash,7/11/2025 4:42,107.15
6096,Joseph Hamilton,Brownie,Dessert,1,2.59,Online Payment,7/9/2025 8:52,2.59
6116,Andrew Suarez,Burger,Main,5,4.95,Online Payment,2/11/2025 2:48,24.75
6151,Margaret Mcdowell,Ice Cream,Dessert,2,13.64,Online Payment,7/19/2025 3:04,27.28
6212,Stephen Campbell,Burger,Main,1,18.24,Cash,3/5/2025 0:09,18.24
6218,Preston Flynn,Fries,Starter,4,17.26,Credit Card,5/19/2025 13:00,69.04
6244,Jason Russell,Burger,Main,1,5.86,Debit Card,6/25/2025 18:16,5.86
6247,Ryan Zavala,Pizza,Main,5,8.54,Debit Card,1/11/2025 5:34,42.7
6257,Nichole Lopez,Salad,Starter,5,14.18,Credit Card,3/25/2025 8:30,70.9
6263,Jaime Cook,Salad,Starter,5,6.99,Cash,3/14/2025 6:35,34.95
6266,Mark Davis,Brownie,Dessert,2,18.78,Credit Card,7/28/2025 2:34,37.56
6272,Vicki Taylor,Ice Cream,Dessert,2,3.8,Online Payment,8/3/2025 20:50,7.6
6279,Scott Petty,Brownie,Dessert,1,23.87,Credit Card,3/8/2025 17:02,23.87
6280,Julie Tucker,Ice Cream,Dessert,1,16.94,Cash,7/15/2025 23:05,16.94
6306,Wyatt Jackson,Brownie,Dessert,1,12,Cash,7/1/2025 6:54,12
6309,Sheri White,Salad,Starter,5,15.44,Online Payment,8/1/2025 17:25,77.2
6314,Amanda Mahoney,Burger,Main,4,9.64,Cash,5/17/2025 1:26,38.56
6323,Alyssa Anthony,Pizza,Main,1,21.31,Cash,1/15/2025 19:21,21.31
6329,James Thomas,Burger,Main,3,3.26,Online Payment,1/18/2025 21:53,9.78
6341,Patrick Gibson,Pasta,Main,4,16.48,Cash,1/20/2025 20:30,65.92
6353,James Barber,Brownie,Dessert,1,19.99,Debit Card,5/5/2025 20:34,19.99
6389,Gerald Watson,Soup,Starter,5,14.74,Cash,7/16/2025 9:55,73.7
6404,William Williams,Brownie,Dessert,5,16.54,Cash,3/6/2025 19:30,82.7
6443,Amy Mclean,Pasta,Main,1,7.93,Cash,6/27/2025 1:59,7.93
6490,Deborah Green,Pizza,Main,5,4.09,Online Payment,2/21/2025 2:59,20.45
6498,Connie Roberts,Soup,Starter,2,9.87,Cash,2/25/2025 11:41,19.74
6565,Brandy Lewis,Cake,Dessert,4,6.61,Debit Card,5/30/2025 18:14,26.44
6578,Derek Delgado,Fries,Starter,4,16.74,Cash,1/29/2025 18:05,66.96
6590,Jason Hill,Soup,Starter,5,17.04,Debit Card,3/29/2025 16:25,85.2
6592,William Crane,Fries,Starter,1,8.88,Online Payment,5/20/2025 11:46,8.88
